,Area,Perimeter,MajorAxisLength,MinorAxisLength,ConvexArea,EquivDiameter,roundness,ShapeFactor1,
[,42522,778.928,288.8558062,188.1173901,43001,232.6815247,0.880701865,0.006793091,]
[,42528,781.67,293.0467026,186.3169009,43237,232.6979402,0.874657319,0.006890677,]
[,42530,775.403,281.212824,193.2368778,43028,232.7034117,0.888894651,0.006612105,]
[,42547,781.126,292.3764813,185.8781112,43158,232.749915,0.87626733,0.006871847,]
[,42552,771.434,283.1626199,191.9019416,42998,232.7635906,0.898529395,0.006654508,]
[,42553,771.616,294.9953942,184.1384335,42956,232.7663256,0.898126681,0.006932423,]
[,42553,775.735,289.9129425,188.276929,43164,232.7663256,0.888614252,0.006812985,]
[,42556,775.043,294.5917187,184.7468112,43167,232.7745305,0.890264525,0.006922449,]
[,42558,776.179,299.3323869,182.0755208,43129,232.7800003,0.887702202,0.007033516,]
[,42559,776.378,299.5548473,181.4352176,42948,232.7827352,0.88726804,0.007038578,]
[,42567,775.116,289.4756975,187.9425574,42999,232.8046127,0.890326918,0.006800472,]
[,42568,767.095,283.4778528,191.7970746,43030,232.8073473,0.909064725,0.006659412,]
[,42588,765.436,280.882102,193.9428884,43076,232.8620315,0.91343856,0.006595334,]
[,42592,776.833,292.4991026,186.762096,43052,232.8729668,0.886916155,0.006867466,]
[,42595,777.527,285.0488735,190.8570902,43136,232.881168,0.885395945,0.006692074,]
[,42598,785.173,294.274185,184.9867064,43156,232.8893689,0.868297118,0.006908169,]
[,42600,776.305,283.7426418,191.9858035,43165,232.8948359,0.888289843,0.006660625,]
[,42601,793.4,297.6150349,182.7050554,43137,232.8975694,0.850443107,0.006986104,]
[,42613,782.51,284.9225259,191.321562,43152,232.9303688,0.874524904,0.006686282,]
[,42616,791.872,302.5382775,180.7428445,43110,232.9385679,0.854028913,0.007099171,]
[,42617,787.075,294.1309035,185.1270471,43193,232.9413009,0.864491052,0.006901727,]
[,42619,793.846,297.9997164,183.3030949,43149,232.9467668,0.84984671,0.00699218,]
[,42622,766.745,286.9479389,189.6855253,43107,232.9549653,0.9110491,0.00673239,]
[,42625,773.731,292.4884613,186.5768201,43203,232.9631636,0.89473466,0.006861899,]
[,42640,764.772,278.3996175,195.5844431,43082,233.0041506,0.91614265,0.006529072,]
[,42657,773.799,296.9344798,184.1508406,43239,233.0505938,0.895249,0.006960979,]
[,42657,793.32,304.9521784,179.8564818,43551,233.0505938,0.851732789,0.007148936,]
[,42662,771.819,286.3884684,190.9539483,43275,233.0642518,0.899953654,0.006712964,]
[,42668,769.467,286.4961935,190.0116094,43127,233.0806403,0.905591114,0.006714545,]
[,42669,770.878,287.2991309,189.3883161,43062,233.0833716,0.902300142,0.006733205,]
[,42670,773.906,289.5011372,188.4461702,43215,233.0861029,0.895274221,0.006784653,]
[,42674,773.888,285.4777868,190.9913447,43160,233.0970277,0.895399798,0.006689736,]
[,42675,780.614,296.7382679,183.885402,43194,233.0997588,0.880056839,0.006953445,]
[,42678,779.318,288.7268216,188.7602614,43156,233.107952,0.883048401,0.006765238,]
[,42680,788.957,302.75902,180.9126715,43268,233.113414,0.861643482,0.007093698,]
[,42685,766.452,289.8154106,188.0965918,43145,233.1270683,0.913093447,0.006789631,]
[,42686,794.621,307.0341194,178.553068,43365,233.1297991,0.849523207,0.007192853,]
[,42688,781.306,289.2129122,188.3374171,43254,233.1352605,0.878766218,0.00677504,]
[,42692,777.834,293.4051912,186.0652447,43232,233.146183,0.886711864,0.006872604,]
[,42701,782.092,292.2659628,186.6342953,43179,233.1707567,0.877267868,0.006844476,]
[,42703,778.007,289.1029945,189.3171336,43263,233.1762172,0.886545932,0.006770086,]
[,42711,769.073,289.0850651,188.3827673,43187,233.1980579,0.907432802,0.006768398,]
[,42716,777.283,295.2720553,184.4858443,43147,233.2117072,0.88846864,0.006912446,]
[,42721,776.975,289.1370424,188.5637784,43251,233.2253558,0.889277253,0.006768031,]
[,42722,765.843,284.2304289,192.0571927,43176,233.2280854,0.915338955,0.006653023,]
[,42740,784.924,284.3488827,192.4117511,43400,233.2772131,0.871744398,0.006652992,]
[,42745,767.781,285.6236225,191.0934163,43142,233.2908578,0.911214169,0.006682036,]
[,42748,774.164,294.5891861,184.9556265,43153,233.2990443,0.896313052,0.006891298,]
[,42766,779.989,292.3472836,186.7611719,43256,233.348157,0.883347409,0.006835974,]
[,42767,767.672,280.7109964,194.8580428,43235,233.3508852,0.911942067,0.006563729,]
[,42769,763.413,282.8155597,193.1404502,43159,233.3563414,0.92218883,0.00661263,]
[,42776,773.343,284.479036,192.8817987,43299,233.3754374,0.898805492,0.006650436,]
[,42789,773.179,287.9845104,190.243661,43248,233.4108971,0.899460097,0.00673034,]
[,42791,773.403,290.7249166,188.2196012,43176,233.416352,0.89898117,0.006794067,]
[,42795,767.708,282.042444,194.2409531,43198,233.4272613,0.912453544,0.006590547,]
[,42802,793.323,300.6881075,182.6955482,43471,233.4463514,0.854621542,0.007025095,]
[,42811,769.464,285.1735485,191.8385301,43273,233.4708936,0.908633249,0.006661221,]
[,42813,784.783,296.4027176,184.6307562,43349,233.476347,0.87354715,0.006923194,]
[,42817,776.073,298.4059492,183.3819622,43310,233.4872536,0.893348578,0.006969333,]
[,42823,798.461,299.2297178,183.1935584,43256,233.5036124,0.844072082,0.006987594,]
[,42826,782.424,290.2968171,188.6197057,43311,233.5117914,0.879089413,0.006778518,]
[,42827,771.36,285.8508014,192.7730395,43593,233.5145177,0.904509826,0.006674546,]
[,42827,798.445,315.100763,173.405675,43517,233.5145177,0.844184757,0.007357526,]
[,42837,789.064,279.5822057,197.5449882,43683,233.5417787,0.864578543,0.006526652,]
[,42839,773.129,287.0417194,190.6061254,43427,233.5472305,0.900627618,0.006700477,]
[,42841,787.784,303.1991154,180.5592945,43334,233.5526821,0.867471373,0.007077312,]
[,42843,776.196,284.0933385,192.7875666,43422,233.5581337,0.893607772,0.006631033,]
[,42849,799.79,310.42017,177.4709643,43595,233.5744876,0.841780024,0.007244514,]
[,42853,776.373,283.2678336,193.3669426,43448,233.5853895,0.893408845,0.006610222,]
[,42853,776.166,279.2656766,197.1586268,43392,233.5853895,0.893885445,0.006516829,]
[,42861,767.736,291.2762031,188.1017982,43358,233.6071919,0.913794105,0.006795833,]
[,42864,775.687,290.3830475,188.5424363,43376,233.6153673,0.895219501,0.006774521,]
[,42867,776.938,297.8980592,184.1786255,43464,233.6235424,0.89240137,0.006949356,]
[,42875,766.587,290.1321084,188.6349728,43198,233.6453412,0.916834816,0.00676693,]
[,42876,776.816,294.5524699,185.801991,43305,233.6480659,0.892869118,0.006869868,]
[,42883,784.774,297.8136317,184.0741393,43587,233.667138,0.874995484,0.006944795,]
[,42891,771.513,289.3309151,189.7893204,43430,233.6889328,0.905502261,0.006745726,]
[,42892,776.661,277.8206482,198.3588253,43478,233.691657,0.893558861,0.006477214,]
[,42893,773.543,290.7659631,188.0861397,43404,233.6943812,0.900797901,0.006778867,]
[,42893,771.015,282.4577572,194.1881177,43311,233.6943812,0.906714648,0.006585171,]
[,42900,786.394,299.5833628,183.1089412,43468,233.7134495,0.871739598,0.006983295,]
[,42903,768.085,276.3812498,198.9676667,43451,233.7216211,0.913858504,0.006442003,]
[,42909,766.442,281.3716377,195.024723,43341,233.7379636,0.917909081,0.006557404,]
[,42910,775.828,294.1528078,186.5349081,43416,233.7406872,0.8958545,0.006855111,]
[,42913,773.005,292.0289241,187.4694983,43294,233.7488579,0.902472827,0.006805139,]
[,42919,773.758,293.2454057,186.7448051,43376,233.7651985,0.900843095,0.006832531,]
[,42922,774.96,286.1235864,191.6548006,43383,233.7733683,0.898113534,0.006666129,]
[,42927,767.794,280.7267552,195.0632158,43403,233.7869841,0.915062956,0.006539631,]
[,42933,769.443,286.1550205,191.3969976,43310,233.803322,0.911272353,0.006665153,]
[,42934,761.128,276.0931486,198.827947,43347,233.8060449,0.931313328,0.006430641,]
[,42935,768.826,287.5230779,191.2859613,43389,233.8087677,0.912778092,0.006696706,]
[,42944,781.224,300.1481307,183.2049857,43471,233.8332718,0.884221773,0.006989291,]
[,42945,771.134,285.0266453,192.3731605,43412,233.8359943,0.907533713,0.006637016,]
[,42948,778.088,285.0214146,193.0020563,43496,233.8441617,0.891446683,0.00663643,]
[,42953,782.117,291.4234049,188.3417761,43523,233.8577734,0.882388653,0.006784704,]
[,42957,763.858,277.7128948,197.2265434,43389,233.8686621,0.925163616,0.006464904,]
[,42963,789.231,311.4863791,175.8779258,43364,233.8849943,0.866754675,0.007250108,]
[,42965,771.052,274.0402662,200.5162301,43491,233.8904381,0.908149492,0.006378221,]
[,42973,778.956,294.9567739,185.841353,43425,233.9122121,0.889978845,0.00686377,]
[,42980,789.079,307.9055312,178.8933955,43533,233.9312626,0.86743173,0.007163926,]
[,42980,770.916,284.5934234,192.7101153,43434,233.9312626,0.908787106,0.006621531,]
[,42982,784.328,294.3925644,186.6105509,43461,233.9367054,0.8780132,0.006849206,]
[,42989,786.826,287.2482737,191.2649078,43594,233.9557539,0.872589137,0.006681902,]
[,42999,783.441,285.9578838,191.807685,43581,233.9829634,0.880350526,0.006650338,]
[,43002,787.286,299.6776008,183.3594577,43584,233.9911257,0.871833317,0.006968922,]
[,43005,767.416,291.2970747,188.366899,43390,233.9992877,0.917628972,0.006773563,]
[,43010,791.397,310.4352082,177.311997,43510,234.0128903,0.862959685,0.007217745,]
[,43014,781.284,293.0831546,187.3975895,43542,234.0237718,0.885527054,0.006813669,]
[,43016,798.253,309.9445226,177.5463546,43531,234.0292124,0.848318169,0.007205331,]
[,43021,781.572,296.0573014,186.3717086,43558,234.0428133,0.885018564,0.006881693,]
[,43022,788.25,292.1564816,188.717299,43500,234.0455334,0.870106677,0.006790862,]
[,43024,761.989,276.965716,198.539359,43405,234.0509734,0.931157713,0.00643747,]
[,43028,818.531,303.9208395,181.3180291,43770,234.0618532,0.807032008,0.007063327,]
[,43028,782.027,301.8236234,182.6130415,43603,234.0618532,0.884132853,0.007014586,]
[,43043,775.619,291.6314153,188.3910563,43508,234.1026478,0.89911557,0.006775351,]
[,43044,783,298.7572467,183.7687769,43487,234.1053672,0.882264821,0.006940741,]
[,43047,795.871,293.7567022,187.0804044,43603,234.1135252,0.854018727,0.006824092,]
[,43047,780.551,288.11903,191.0736746,43492,234.1135252,0.887871643,0.006693127,]
[,43059,772.666,293.8423183,187.138584,43492,234.1461543,0.906338021,0.006824179,]
[,43068,779.01,286.9602607,193.008429,43897,234.1706231,0.89182266,0.006662958,]
[,43085,770.316,280.4798916,196.0695195,43520,234.216835,0.912426992,0.00650992,]
[,43098,778.746,294.8125659,186.5086959,43585,234.2521673,0.893049071,0.006840516,]
[,43103,775.123,293.1175321,187.6114003,43528,234.2657553,0.901521555,0.006800397,]
[,43103,771.537,287.4771762,191.5026301,43632,234.2657553,0.909921331,0.00666954,]
[,43112,781.526,293.0259252,188.6139531,43594,234.2902116,0.886995003,0.006796853,]
[,43119,768.325,280.8904907,195.8479032,43540,234.3092314,0.917885724,0.006514309,]
[,43126,784.094,289.984833,189.7277689,43628,234.3282497,0.881480646,0.00672413,]
[,43128,792.5,295.2992816,186.8277565,43758,234.3336832,0.862920211,0.006847043,]
[,43129,793.339,308.2761606,178.9132141,43697,234.3363999,0.86111597,0.00714777,]
[,43133,785.821,284.2088037,193.6679195,43707,234.3472664,0.87775289,0.006589127,]
[,43133,772.6,287.5099678,191.8002209,43558,234.3472664,0.908050751,0.006665661,]
[,43134,797.598,293.9273933,187.7184713,43789,234.349983,0.852042946,0.006814286,]
[,43149,782.843,295.418889,187.0161151,43698,234.3907275,0.884771763,0.006846483,]
[,43150,788.215,294.72321,187.6463242,43975,234.3934435,0.872772941,0.006830202,]
[,43152,783.691,298.2100055,184.6168438,43698,234.3988755,0.882919431,0.006910688,]
[,43156,780.507,289.2802886,190.9457232,43845,234.4097391,0.890220198,0.00670313,]
[,43159,782.565,282.2424096,195.095726,43661,234.4178865,0.885605687,0.006539596,]
[,43170,783.276,293.5920868,188.3838307,43698,234.4477578,0.884223948,0.006800836,]
[,43186,782.855,291.6936837,189.043021,43663,234.4912002,0.885503302,0.006754358,]
[,43187,768.92,287.5090596,191.8734278,43584,234.4939151,0.917911025,0.006657306,]
[,43188,790.801,294.9917288,187.3927038,43721,234.49663,0.867837749,0.00683041,]
[,43193,783.521,296.5261057,186.055883,43754,234.5102037,0.884141857,0.006865143,]
[,43197,766.806,285.2327442,193.2649859,43571,234.5210622,0.923192878,0.006603068,]
[,43197,772.169,283.2982591,194.6266275,43722,234.5210622,0.910413578,0.006558286,]
[,43205,768.043,282.0801793,195.6517826,43689,234.5427776,0.920391932,0.006528878,]
[,43208,775.213,290.7654353,190.3060077,43899,234.5509204,0.903507858,0.006729435,]
[,43209,779.043,287.4482162,192.8306998,43717,234.5536346,0.894666591,0.006652508,]
[,43211,786.913,297.8738532,185.6527057,43797,234.5590629,0.876901355,0.006893473,]
[,43212,780.946,292.2292652,189.0768953,43887,234.561777,0.890373492,0.006762688,]
[,43226,771.987,283.8558859,194.4979469,43684,234.599771,0.911454386,0.006566786,]
[,43233,784.198,297.147044,186.689074,43729,234.6187657,0.883433322,0.006873153,]
[,43237,782.105,289.9508009,191.4778232,44029,234.6296192,0.888250155,0.00670608,]
[,43242,794.513,295.6946645,187.0798445,43903,234.6431853,0.860822522,0.006838136,]
[,43242,775.198,293.0367025,188.2327927,43728,234.6431853,0.904253814,0.006776669,]
[,43244,776.834,293.3088109,188.0602371,43618,234.6486115,0.900490784,0.006782648,]
[,43255,787.245,297.6927946,185.4316736,43833,234.6784534,0.87705405,0.006882275,]
[,43255,775.342,295.9427576,186.4394666,43605,234.6784534,0.904189709,0.006841816,]
[,43261,790.347,296.5017215,186.2165979,43756,234.6947293,0.87030364,0.006853788,]
[,43263,788.422,296.9104121,186.1736814,43762,234.7001543,0.874599102,0.006862918,]
[,43266,772.889,287.0127137,193.0071437,43691,234.7082916,0.910169666,0.006633678,]
[,43267,784.55,298.7637884,185.3710949,43743,234.711004,0.88333491,0.006905119,]
[,43268,806.547,312.5473302,177.9607163,44132,234.7137163,0.835828787,0.007223522,]
[,43282,777.646,294.9903332,187.2555089,43678,234.7516858,0.899400863,0.006815543,]
[,43282,822.236,311.418956,177.8458297,44083,234.7516858,0.804496594,0.007195115,]
[,43292,777.472,286.5200199,192.6449086,43761,234.7788031,0.900011377,0.006618313,]
[,43298,778.205,296.6967505,186.3900285,43736,234.7950719,0.898441215,0.006852435,]
[,43305,782.271,295.8515696,187.2907776,43828,234.8140509,0.889269599,0.006831811,]
[,43309,788.229,311.7607094,177.5100492,43777,234.8248953,0.875957836,0.00719852,]
[,43312,781.732,291.8434766,189.326388,43820,234.8330283,0.890640259,0.006738167,]
[,43314,783.459,284.0434072,196.0798902,44156,234.8384501,0.886759007,0.006557774,]
[,43314,792.262,302.6735269,182.6473133,43769,234.8384501,0.867162531,0.006987891,]
[,43315,776.747,281.3363017,196.9922018,43863,234.841161,0.902171313,0.006495124,]
[,43317,778.174,289.8817977,190.6852128,43794,234.8465826,0.898907083,0.006692102,]
[,43318,797.664,304.004135,182.1816921,43868,234.8492934,0.855535977,0.007017963,]
[,43318,779.47,283.1675612,195.7591113,43784,234.8492934,0.895941083,0.006536949,]
[,43326,789.014,293.8271761,188.8564832,44099,234.8709784,0.874558854,0.006781775,]
[,43330,794.981,291.3858396,190.7364902,44016,234.8818202,0.861559062,0.006724806,]
[,43331,794.191,313.2780238,177.7044216,43974,234.8845306,0.863293863,0.007229882,]
[,43333,783.624,298.9089791,185.3006653,43790,234.8899512,0.886774434,0.006897953,]
[,43336,781.647,277.5343125,199.4550987,43857,234.898082,0.891327602,0.006404244,]
[,43341,793.558,304.1199973,181.8527599,43892,234.9116326,0.864871215,0.007016912,]
[,43346,787.501,293.1298791,189.8997002,43954,234.9251824,0.878327869,0.006762559,]
[,43360,780.042,288.6251504,193.7335965,43971,234.9631177,0.895494996,0.006656484,]
[,43361,783.976,294.8634476,188.4483465,43918,234.9658271,0.886550783,0.006800199,]
[,43372,773.114,280.1265252,197.8736413,43819,234.9956288,0.91186855,0.006458695,]
[,43377,789.87,295.439811,187.7423545,43967,235.0091737,0.873691555,0.006810978,]
[,43378,787.214,304.1804748,182.437741,43943,235.0118826,0.879617316,0.007012321,]
[,43388,792.35,299.6826388,185.7704563,43963,235.0389699,0.868451103,0.00690704,]
[,43389,780.002,282.5684068,195.947104,43940,235.0416784,0.896185829,0.006512443,]
[,43390,768.192,281.7185673,197.2122182,43855,235.044387,0.923974433,0.006492707,]
[,43392,794.102,303.1735207,183.230945,43892,235.0498039,0.864702973,0.006986853,]
[,43395,769,284.9580296,194.5261114,43780,235.0579291,0.922140034,0.00656661,]
[,43396,776.542,285.6666553,194.0153477,43855,235.0606375,0.904335677,0.006582788,]
[,43397,784.336,291.530194,190.8809411,44066,235.0633458,0.886472513,0.00671775,]
[,43398,782.63,294.2643333,188.495993,43892,235.066054,0.89036196,0.006780597,]
[,43399,777.006,290.157766,191.2833419,43938,235.0687623,0.903318369,0.006685817,]
[,43400,774.798,293.5131445,188.7224234,43739,235.0714705,0.908495147,0.006762976,]
[,43403,813.743,325.4828757,172.9056423,44425,235.0795949,0.823673477,0.007499087,]
[,43409,796.222,289.7391227,192.8290097,44138,235.095843,0.860441401,0.006674633,]
[,43415,782.236,285.8082596,193.7644594,43835,235.1120899,0.891608235,0.006583168,]
[,43415,784.119,291.7272259,190.1964475,43938,235.1120899,0.887331123,0.006719503,]
[,43417,807.149,316.3177359,175.9285942,43992,235.1175053,0.837456484,0.007285573,]
[,43424,783.626,290.2949137,191.4326645,44002,235.1364582,0.888632138,0.006685126,]
[,43429,784.981,292.7821641,189.3433811,43970,235.1499951,0.885668917,0.006741628,]
[,43432,799.251,297.7446492,187.3698007,44276,235.1581168,0.854384412,0.006855421,]
[,43434,783.606,291.3361763,190.6132439,43906,235.1635312,0.888882151,0.00670756,]
[,43435,792.041,291.3007279,190.9507897,43977,235.1662383,0.870070338,0.00670659,]
[,43437,773.597,285.6553565,194.2109302,43879,235.1716524,0.912095122,0.006576314,]
[,43437,778.529,292.6484811,189.956042,44019,235.1716524,0.900575437,0.006737309,]
[,43439,792.227,293.8008553,189.3641639,44030,235.1770664,0.869741922,0.006763527,]
[,43442,782.927,296.8833669,186.6659639,43849,235.1851873,0.890588606,0.006834017,]
[,43451,781.727,298.4704434,186.4649992,44004,235.209548,0.893509996,0.006869127,]
[,43460,773.873,276.8210801,201.0640058,44108,235.2339062,0.911927257,0.00636956,]
[,43461,791.981,292.4053984,190.7683132,44072,235.2366125,0.870723074,0.006727995,]
[,43471,771.879,284.2202125,195.2462163,43891,235.2636739,0.916876927,0.006538157,]
[,43489,769.887,285.8844844,194.201811,43893,235.3123766,0.922009324,0.006573719,]
[,43491,789.611,296.0230025,187.9130537,44080,235.3177873,0.876562481,0.006806535,]
[,43497,774.492,289.2876329,192.0904089,43866,235.334019,0.911245289,0.006650749,]
[,43506,789.994,310.1025768,179.5050458,43952,235.3583643,0.876014781,0.007127812,]
[,43507,790.454,300.6493224,184.9498492,44067,235.3610692,0.875015606,0.006910367,]
[,43514,792.22,300.3497746,185.1161293,43961,235.3800024,0.871258979,0.006902371,]
[,43515,791.852,293.7542186,190.5939833,44408,235.3827071,0.872089015,0.006750643,]
[,43522,784.865,298.94346,185.9756952,43901,235.4016386,0.887827889,0.00686879,]
